DIRECTORID	NAME	TITLES
nm1428204	Huck Botko	Mail Order Wife, The Last Exorcism, Who Gets the Dog?
nm0558721	Temple Mathews	Holiday Breakup, Inside Out, Off the Mark
nm0121871	Stephen Burke	Maze
nm2042695	Irene Villamor	Meet Me in St. Gallen
nm0662090	Brett Parker	Meet Prince Charming
nm0006904	Tony Gilroy	Michael Clayton, Nightcrawler, Rogue One: A Star Wars Story
nm0508900	Howard Libov	Midnight Edition
nm2239717	David Mrnka	Milada
nm3848412	Sam Mason-Bell	Millennial Killer
nm0238360	Jacques Drouin	Mindscape
nm1556070	Brad Ableson	Minions: The Rise of Gru
nm5480906	Brett Lotriet Best	Miracle Rising: South Africa
nm1702781	Frank Perozo	Miriam Lies, Qué León
nm7984767	Sunny Sanwar	Mission Extreme
nm2540336	Sylvia Schedelbauer	Mock Up on Mu, Wishing Well
nm0608879	Gustavo Mosquera R.	Moebius
nm1810880	David Notman-Watt	Monster: The Josef Fritzl Story
nm0351918	Charles F. Haas	Moonrise, The Beat Generation
nm1802591	Alon Gur Arye	Mossad
nm1548930	Paul Duddridge	Mothers and Daughters
nm2086105	James Duffy	Movie 43, Robin's Big Date
nm1350122	Roman Davydov	Mowgli. Return to the People, The Adventures of Mowgli, The Snow Maiden
nm0230666	Walt Dohrn	Mr. Peabody & Sherman, Shrek Forever After, Shrek the Third, Trolls
nm1435762	Brian Herzlinger	My Date with Drew
nm2050347	David Batty	My Generation, The Cult of the Suicide Bomber
nm0473983	Thomas Kufus	My Private War, The People Vs. Fritz Bauer
nm4732842	David Tucker	My Thai Bride
nm0006955	Lewis Schoenbrun	Mystic Pizza, The Amazing Bulk, UHF
nm1859469	Ivica Zubak	Måste gitt
nm1685815	John Irwin	Nate Bargatze: Hello World, Norm Macdonald: Nothing Special
nm0025316	Matthew Amos	National Theatre Live: Julie
nm2300053	Tony Grech-Smith	National Theatre Live: Les Liaisons Dangereuses
nm2002649	Dave Franco	Neighbors, Now You See Me 2, The Disaster Artist, Warm Bodies
nm0601077	Michael D. Moore	Never Say Never Again, Raiders of the Lost Ark, The War of the Worlds, Willow
nm0449984	Irvin Kershner	Never Say Never Again, On Deadly Ground, RoboCop 2, Star Wars: Episode V - The Empire Strikes Back
nm3299391	Dustin Harrison-Atlas	New Chefs on the Block
nm2834389	John Beal	New Faces
nm0621667	Janusz Nasfeter	Niekochana
nm0638928	Bruce Nyznik	Nightbreed, Scanners, Sin City, The Adventures of Sharkboy and Lavagirl 3-D
nm0605741	Yoshimitsu Morita	No yohna mono, The Family Game
nm11334123	Daniel Tucker	Nothing But the Blood
nm0472196	Sonia Kronlund	Nothingwood
nm0220795	Jean-Pierre Desagnat	OSS 117 Murder for Sale
nm2095817	Jody Hill	Observe and Report, Superbad
nm1509949	Don Shoemaker	On Any Sunday II
nm0799595	Peeter Simm	On the Water
nm0951698	Justin Zackham	One Chance, Second Act, The Bucket List
nm0875204	Takashi Tsuboshima	Oniwaban
nm0550547	Ed W. Marsh	Oppenheimer, Tenet, Titanic, Wicked
nm2359736	Joe Thomas	Orange County
nm0080661	Sergio Bianchi	Os Inquilinos
nm3203018	Ellie Foumbi	Our Father, the Devil
nm0772005	David Schisgall	Our Idiot Brother, Very Young Girls
nm1870985	Boris Zubov	Out of the Blue
nm0594027	Jean Mitry	Pacific 231
nm0023355	Christian Alvart	Pandorum
nm0000953	Peter Bogdanovich	Paper Moon, Saint Jack, Targets, The Last Picture Show
nm0158984	Sylvain Chomet	Paris, Je T'aime, The Illusionist, The Old Lady and the Pigeons, The Triplets of Belleville
nm0033384	Danielle Arbid	Parisienne
nm3067261	Annie Dorsen	Passing Strange
nm0920853	Fritz Wendhausen	Peer Gynt
nm8510460	David Tryhorn	Pelé, The Figo Affair: The Transfer that Changed Football
nm5864799	John Campopiano	Pennywise: The Story of It
nm2104340	Nnegest Likké	Phat Girlz
nm5915351	Michal Sulima	Piano to Zanskar
nm0765904	Barbara Sass	Pokuszenie
nm1405555	Jim West	Polk County Pot Plane
nm3632859	L.A. Lopes	Poltergeist
nm0122745	Kevin Burns	Poseidon
nm6487649	Noah Dixon	Poser
nm6433160	Helena Hufnagel	Pretty Far from Okay
nm0995301	Josh Reed	Primal
nm0392455	Joel Holt	Primitive Love
nm4006926	Britt Poulton	Profile, Them That Follow
nm11304577	Sergii Chebotarenko	Pulse
nm0196930	Jens Dahl	Pusher, Rosa Morena
nm1842522	James Bai	Puzzlehead
nm2541154	Yari Wolinsky	Raise the Roof
nm1101070	Marina Willer	Red Trees
nm6672084	Cem Kaya	Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema
nm1250667	Brandon Beckner	Remarkable Power
nm1423161	Bojan Vuletic	Requiem for Mrs. J
nm4772581	Ruijun Li	Return to Dust
nm6984578	Darcy Wittenburg	Return to Earth
nm0459369	Max Kleven	Robin Hood: Prince of Thieves, Rollerball, Runaway Train, Species
nm3164065	Ryan Staples Scott	Robot Riot
nm7919828	Hugo Jean	Rogue One: A Star Wars Story, The Great Wall, The Short Story of a Fox and a Mouse
nm0747545	Shahar Rozen	Round Trip
nm3478578	Andrew Becker	Santoalla
nm0171664	Cyril Collard	Savage Nights
nm3406916	Kevan Peterson	Scales: Mermaids Are Real, Wiener Dog Nationals
nm4946618	Ryan Kjolberg	Scare Us
nm0906709	Kôji Wakamatsu	Secrets Behind the Wall, United Red Army
nm14839790	Tatsuji Yamagishi	Sensation of the Century
nm0876343	Teuvo Tulio	Sensuela, The Song of the Scarlet Flower
nm1575989	Lisa Sleeth	Seoul Train
nm0659626	Angelo Pannacciò	Sex of the Witch
nm3373450	Wrion Bowling	Shelter
nm7652356	Je-yong Mun	Shoot Me in the Heart
nm0648937	Ngozi Onwurah	Shoot the Messenger, Welcome II the Terrordome
nm1879225	Farren Blackburn	Shut In
nm1414443	Jeff Thomas	Sidewalk Singer
nm0366045	Lee Harry	Silent Night, Deadly Night Part 2
nm0468778	Karl Kozak	Skid Marks, The Unknown
nm5434630	Angelica De Alba	Slashlorette Party
nm0155400	Verónica Chen	Smokers Only
nm3491677	Craig Tudor James	Solar Impact
nm2912984	NC Heikin	Sound of Redemption: The Frank Morgan Story, The Flower of Kim Jong II
nm3724959	Justin Nijm	Source Code
nm5385506	Steve Brown	Spark: A Burning Man Story
nm0580726	Joseph Merhi	Spartan
nm4401419	Todd Levin	Static
nm2206827	Bradley Kaplan	Stealing Cars
nm0354247	Fred Haines	Steppenwolf, Ulysses
nm1394881	William Scoular	Survival Box
nm2409870	Ben-Alex Dupris	Sweetheart Dancers
nm2968002	Ryan Short	TAD: Busted Circuits and Ringing Ears
nm0656765	Dave Paiko	Tales from the Crapper, The Shrink Is In
nm2657276	Ed Aldridge	Tan Lines
nm0805751	Maciej Slesicki	Tato
nm2239085	Don Bitters III	Terrordactyl, The Maze Runner
nm0003313	Lynne Littman	Testament
nm0151504	N. Chandra	Tezaab, Y.M.I. Yeh Mera India
nm3838717	David Beton	The Banishing, The Hatton Garden Job, Tower Block
nm0916039	Bruce Webb	The Be All and End All
nm7455249	Lee Jung-ho	The Beast
nm3706989	Natalie Krinsky	The Broken Hearts Gallery
nm0647099	Luis Oliveros	The Chessplayer
nm0058191	Wesley Barry	The Creation of the Humanoids
nm1810195	Zach Klinefelter	The Curse of Blanchard Hill
nm0124112	Dan Bush	The Dark Red, The Signal
nm1660595	Charlie McDowell	The Discovery, The One I Love, Windfall
nm0004760	Jennifer Blanc-Biehn	The Divide, The Night Visitor
nm0418131	Victor Janson	The Doll, The Oyster Princess
nm0742420	Rose Rosenblatt	The Education of Shelby Knox
nm9729904	Alex Pritz	The First Wave, The Territory, When Lambs Become Lions
nm3809735	Chaiporn Panichrutiwong	The Giant King
nm2317803	Bodo Kox	The Girl from the Wardrobe, The Man with the Magic Box
nm0392945	Skip Homeier	The Gunfighter, The Tall T
nm4042990	Lauren Hadaway	The Hateful Eight, The Novice, Whiplash, Zack Snyder's Justice League
nm2409576	Kirsten Kelly	The Homestretch
nm3271267	Richard Harrison	The Honey Killer
nm2357847	Taylor Swift	The Hunger Games, The Lorax, Where the Crawdads Sing
nm1174214	Rodrigo Blaas	The Incredibles
nm3163495	Robert Rippberger	The Inventor, Those Who Walk Away
nm5173203	Jong-suk Lee	The Kick, The Negotiation
nm0862795	Sean Tiedeman	The King of Arcades
nm6256741	Mark Nicolosi	The Least of These: A Christmas Story
nm0140975	Ryan Carroll	The Lord Protector, Toolbox Murders, Witchtrap
nm6424737	Adam Freise	The Machine Stops
nm0238115	Donald Driver	The Naked Ape
nm2098167	Pakphum Wongjinda	The One Hundred
nm1596623	Bryan Storkel	The Pez Outlaw
nm4604633	Scott Schwartz	The Prince of Egypt: Live from the West End
nm8196779	Chris Sexton Fletcher	The Punishment
nm0464412	Jenõ Koltai	The Seventh Brother
nm0059106	Charles Barton	The Shaggy Dog
nm0961244	Raymond Kurzweil	The Singularity Is Near
nm9402464	Zaya Benazzo	The Wisdom of Trauma
nm0892264	Diego Velasco	The Zero Hour
nm9490928	Sharan Koppisetty	Thimmarusu: Assignment Vali
nm0522844	Stephen Low	Titanica
nm0259085	LeAnn Erickson	Top Secret Rosies: The Female 'Computers' of WWII
nm0428572	Albert Zugsmith	Touch of Evil
nm2634102	Sukhum Mathawanit	Train of the Dead
nm3184490	Yale Wilson	Truth or Dare?
nm7648371	Richard Mundy	Twenty Twenty-Four
nm4038987	Mark C. Smith	Two Balloons
nm3110515	Keith Rateliff	Unlicensed Cemetery: The John Wayne Gacy Murders
nm0997351	Petter Lennstrand	Up in the Sky
nm0486778	George Langworthy	Vanishing of the Bees
nm1320437	Diana Whitten	Vessel
nm1117808	Juan Carlos Cremata Malberti	Viva Cuba
nm4139584	Hong Eui-jeong	Voice of Silence
nm7539475	Rachyd Kusolkulsiri	Water Boyy
nm0451674	Michel Khleifi	Wedding in Galilee
nm0317579	Oscar Gigard	Wet Dreams
nm0357355	Hiroshi Hamasaki	Ninja Scroll, Perfect Blue, Vampire Hunter D: Bloodlust
nm4061495	Spookie Daly	Porndemic
nm0359387	John Lee Hancock	Saving Mr. Banks, The Blind Side, The Highwaymen, The Little Things
nm3156139	David Mikalson	Stuck
nm2461642	Mike Ramsdell	The Anatomy of Hate
nm0293659	Paul Frees	The Beatniks, The Last Unicorn, The War of the Worlds
nm0837418	Eizô Sugawa	The Black Battlefront Kidnappers
nm2381911	Jason Lew	The Experiment, The Free World
nm3235271	Daniel Lafrentz	The Long Shadow
nm0674261	David Perlov	The Pill
nm3711265	Nicholas J. Polizzi	The Sacred Science
nm0296196	Keith Froelich	The Toilers and the Wayfarers
nm0956085	Daniel Ziegler	Timespace
nm3292852	Stephanie Wang-Breal	Tough Love
nm1256125	Stefan Berg	Tusen bitar
nm2840642	Thomas Aske Berg	Vidar the Vampire
nm1046328	Oh Ki-hwan	Voices
nm1747652	People of Iraq	Voices of Iraq
nm1488351	Balázs Simonyi	Ultra
nm0890626	Hermann Vaske	Why Are We Creative: The Centipede's Dilemma
nm3040856	Miguel Ángel Jiménez	Window to the Sea
nm3363700	Matthias Günter	Wintergast, Yalom's Cure
nm2957933	Will Hood	Wojtek: The Bear That Went to War
nm3737504	Kiah Roache-Turner	Wyrmwood: Road of the Dead
nm0316021	Xavier Giacometti	Yakari, a Spectacular Journey
nm11743055	Beth Hanna	You're Killing Me
nm0003085	Alan Roberts	Young Lady Chatterley
nm2350793	Tom Cook	Your Inner Fish
nm2226412	Antony Butts	
nm0909436	Sigurd Wallén	
nm3623771	Michael Henry	
nm5101650	Jason Campbell	
nm0827767	Leonard Stern	
nm3502953	Michel K. Parandi	
nm0532385	Josef Mach	
nm0448976	Bálint Kenyeres	
nm0834889	Yale Strom	
nm10598050	Lucas Ferrugem	
nm0346079	Roberto Guerra	
nm0630035	Shane Nickerson	
nm3428843	Al Carretta	
nm11785575	Danielle Winter	
nm0251409	Torbjörn Ehrnvall	
nm0705649	Milos 'Misa' Radivojevic	
nm0394053	Wayne Hope	
nm0790049	Tim Shawcross	
nm1455058	Ross Lipman	
nm4893813	Dawson Doupé	
nm0003611	Uwe Greiner	
nm0881595	Eldor Urazbaev	
nm1141083	Ryan Combs	
nm0297502	Bodo Fürneisen	
nm0239298	Jay Dubin	
nm0848986	Hideo Tanaka	
nm7784730	Geerard Van de Walle	
nm1401857	Trent Cooper	
nm2837894	Robbie Daymond	
nm3338450	Ky Dickens	
nm0833191	David Straiton	
nm0505235	Russell Leven	
nm2986450	Andrew Disney	
nm1665978	Rajeev Jhaveri	
nm0004139	Murilo Salles	
nm0875225	Noriaki Tsuchimoto	
nm0029458	Hélène Angel	
nm0770257	Christoph Schaub	
nm0415658	Olivier Jahan	
nm3650433	Jun'ichi Ishikawa	
nm0421421	Erik Jensen	
nm0225704	Paul Dickson	
nm0109455	Burt Brinckerhoff	
nm3526488	Kôichirô Miki	
nm1214875	Hiroshi Ando	
nm0624167	Philip Carr Neel	
nm0693561	Alan Poul	
nm2807761	Dan Schneidkraut	
nm0350845	Moacyr Góes	
nm3118719	Matthew Dyas	
nm0767985	Kensaku Sawada	
nm2513694	Yorgos Avgeropoulos	
nm0426652	Greg Johnston	
nm0343518	Yoram Gross	
nm1367563	mink	
nm1079781	Prentice Penny	
nm8580993	David James Armsby	
nm4921517	Lloyd Eyre-Morgan	
nm1185098	David Heffernan	
nm0166671	Frank Terry	
nm1140801	Florian Baxmeyer	
nm2043863	Lance Kawas	
nm3519593	David Beier	
nm1338641	Sarah Colt	
nm2149505	Jayson Thiessen	
nm0106218	John Randolph Bray	
nm4183264	Jo-Anne Brechin	
nm0528032	Richard Lyford	
nm0875448	Yasuo Tsuruhashi	
nm0728279	Nelo Risi	
nm0871735	Rob Tregenza	
nm0685454	Salvatore Piscicelli	
nm0464815	Kazuya Konaka	
nm0579917	Jacques Mény	
nm1000987	Tayfun Güneyer	
nm1697311	Sean Smith	
nm0802741	Gianni Siragusa	
nm0006943	Charles Lamont	
nm4252203	Il Cho	#Alive, No Tears for the Dead, The Suspect
nm2339266	Izu Ojukwu	'76
nm2124445	Edward L. Dark	10,000 BC, Harry Potter and the Deathly Hallows: Part 1, Harry Potter and the Deathly Hallows: Part 2, Harry Potter and the Half-Blood Prince
nm1315989	Yen Tan	1985, Pit Stop
nm3558886	Jane Pollard	20,000 Days on Earth
nm2769225	John Sullivan	2016: Obama's America, America: Imagine the World Without Her, Nefarious, Unplanned
nm2625452	Jay Kanzler	23 Minutes to Sunrise, Marshall's Miracle
nm0720252	Himesh Reshammiya	36 China Town, Bodyguard, Kick
nm0019144	Eric Alfonsi	60 Seconds to Di3
nm1040111	Michael 'Gibbo' Gibson	666 Revealed
nm0409197	Chris Innis	78/52, G.I. Jane, Spider-Man, The Hurt Locker
nm2119365	Brent E. Huffman	9to5: The Story of A Movement, Finding Yingying, Saving Mes Aynak
nm1015151	Yong-min Lee	A Bloodthirsty Killer
nm0546153	Mitch Marcus	A Boy Called Hate, Stand by Me, The Experiment
nm0404154	Tony Huston	A Bullet for Pretty Boy, Curse of the Swamp Creature, Outlaw Riders, The Dead
nm0443505	Clay Kaytis	A Christmas Story Christmas, Snoopy Presents: To Mom (and Dad), with Love, The Angry Birds Movie, The Christmas Chronicles
nm0927296	Ken Wiederhorn	A House in the Hills, Dark Tower, Return of the Living Dead II, Shock Waves
nm0000837	Bob Balaban	A Mighty Wind, Capote, Close Encounters of the Third Kind, Gosford Park
nm0888083	David Van Taylor	A Perfect Candidate, Dream Deceivers
nm0757958	Mahamat-Saleh Haroun	A Screaming Man, Dry Season, Our Father
nm0920074	William A. Wellman	A Star Is Born, Lafayette Escadrille, The Ox-Bow Incident
nm0696467	Neal Preston	A Star Is Born, Almost Famous, Singles, Vanilla Sky
nm6297652	Jae Min Jo	A Stray Goat
nm0412235	Joris Ivens	A Tale of the Wind, Far from Vietnam, La Seine a rencontré Paris
nm0115421	Barry Bruce	A Very Harold & Kumar Christmas, Claymation Comedy of Horrors, Return to Oz
nm1705857	Travis Stevens	A Wounded Fawn, Cheap Thrills, Jodorowsky's Dune, Secretary
nm7878353	Jinling Cao	ANIMA
nm2317858	Talal Selhami	Achoura
nm3751237	Talip Ertürk	Ada: Zombilerin Dügünü
nm3636870	Rhys Ernst	Adam
nm2194534	Adam Green	Adam Green's Aladdin, Juno, Playing It Cool, Whip It
nm14499605	Waboku	Adam by Eve: A Live in Animation
nm0212137	Alfredo Rodriguez de Villa	Adrift in Manhattan, Washington Heights
nm0698839	Yakov Protazanov	Aelita, the Queen of Mars, Holiday of St. Jorgen
nm3599485	Rebekah McKendry	All the Creatures Were Stirring, Glorious, Tales of Halloween
nm3917857	Suzanne Crocker	All the Time in the World
nm0180257	John Cornell	Almost an Angel, Crocodile Dundee, Crocodile Dundee II
nm0566489	Will McCormack	American Outlaws, Celeste & Jesse Forever, If Anything Happens I Love You, Toy Story 4
nm0526199	Kátia Lund	Anaconda, City of God, News from a Personal War
nm0433895	K.V. Anand	Anegan, Ayan, Ko, Maattrraan
nm2039919	Auraeus Solito	Ang pagdadalaga ni Maximo Oliveros
nm10599895	Brice Vdh	Angèle
nm0139912	Lawrence Carra	Antony and Cleopatra
nm0938914	Ka-Fai Wong	Armour of God 2: Operation Condor
nm0010544	Jean-François Adam	Army of Shadows, Cléo from 5 to 7, Vivre sa vie
nm0457875	Elina Kivihalme	Arvottomat, Tuntematon emäntä
nm3069099	Jaime Jasso	Avatar, Rogue One: A Star Wars Story, Star Wars: Episode VII - The Force Awakens, Star Wars: Episode VIII - The Last Jedi
nm0766402	Paul Satterfield	Bambi
nm0193624	Marco Antonio Cury	Barrela: Escola de Crimes
nm0147737	Joseph Cedar	Beaufort, Campfire, Footnote
nm4461980	Kamila Andini	Before, Now & Then, Yuni
nm5165519	Garrett Zevgetis	Best and Most Beautiful Things
nm2316490	Christopher R. Smith	Biology 101
nm4455533	Stefon Bristol	BlacKkKlansman, See You Yesterday, See You Yesterday
nm1637767	Edwin	Blind Pig Who Wants to Fly, Postcards from the Zoo, Vengeance Is Mine, All Others Pay Cash
nm2031632	Tony Hickman	Broken Windows
nm0476900	Fran Rubel Kuzui	Buffy the Vampire Slayer, Last Life in the Universe, Orgazmo, Tokyo Pop
nm3317268	Kitty Green	Casting JonBenet, The Assistant, The Royal Hotel, Ukraine Is Not a Brothel
nm1951824	Rashane Limtrakul	Chocolate, Raging Phoenix
nm2329165	Kris Pearn	Cloudy with a Chance of Meatballs 2, Open Season, The Willoughbys, Titan A.E.
nm1543762	Andrey Volgin	Dance to Death, The Balkan Line
nm6065568	Jon Sumple	Extraordinary: The Stan Romanek Story
nm0636650	Thierry Notz	Fortunes of War, The Terror Within
nm0353435	Peter Hagen	Frisians in Peril
nm1552050	Soulwax	21, Belgica, Hustlers
nm0394114	Ben Hopkins	37 Uses for a Dead Sheep, Pazar - Bir Ticaret Masali, Simon Magus
nm1456816	Bryan Woods	65, A Quiet Place, Haunt
nm14464160	Vijay Sarin	A Daughter's Nightmare, A Mother's Nightmare, A Sister's Nightmare, A Wife's Nightmare
nm0027815	Roy Andersson	A Love Story, A Pigeon Sat on a Branch Reflecting on Existence, About Endlessness, Songs from the Second Floor
nm0294394	Alain Fresnot	A Marvada Carne, Desmundo
nm2528557	Milind Rau	A Peck on the Cheek, Guru
nm0075507	Jeroen Berkvens	A Skin Too Few: The Days of Nick Drake, Jimmy Rosenberg: The Father, the Son & the Talent
nm2377660	Julien Maury	ABCs of Death 2, Among the Living, Inside, The Deep House
nm2286246	Barbara Attie	Abortion Helpline, This Is Lisa
nm6486830	David Soutar	After the Screaming Stops
nm1638513	Jeff Bierman	Age Out, Emily the Criminal, Palo Alto
nm1323132	Dena Hysell-Cornejo	Algorithm: BLISS, Ascent to Hell
nm0910139	Susan Walter	Alien: Resurrection, All I Wish, Naked Gun 33 1/3: The Final Insult, Twin Peaks: Fire Walk with Me
nm2196871	Asli Özge	All of a Sudden
nm2348076	Matt Sconce	Altar, The Girl on the Mountain
nm3611504	Diego Hallivis	American Carnage, Confessions of a Shopaholic, Curvature
nm0097517	Derrick Borte	American Dreamer, London Town, The Joneses, Unhinged
nm0123951	Adam Busch	American Dreamz, Drones, Léon: The Professional
nm2702306	Mathew Kaufman	American Swing
nm8204615	Andreas Neumann	American Valhalla, Roadrunner: A Film About Anthony Bourdain
nm2034621	Landon Williams	Anabolic Life, Nightshade, The Last Resort
nm10359820	Raúl Koler	Anacronte
nm2282696	Tomoki Kyôda	Anemone: Eureka Seven Hi-Evolution, Evangelion: 1.0 You Are (Not) Alone
nm2648685	Mike Cahill	Another Earth, Bliss, Boxers and Ballerinas, I Origins
nm1139956	Matthew Mebane	Ant-Man, Killers, Mr. & Mrs. Smith
nm0516121	Rollo Lloyd	Anthony Adverse
nm0168439	Matt Codd	Apocalypto, Guardians of the Galaxy, Thor: Love and Thunder, Transformers: The Last Knight
nm1458457	Franck Ekinci	April and the Extraordinary World, Persepolis
nm1738966	Kivanç Baruönü	Arif V 216, G.O.R.A., Kocan Kadar Konus, The Butterfly's Dream
nm2175529	Yosapong Polsap	Art of the Devil 3, Art of the Devil II
nm0149260	Alain Chabat	Asterix & Obelix: Mission Cleopatra, Didier, Ice Age: Continental Drift, The Science of Sleep
nm1074134	Christopher Jenkins	Atlantis: The Lost Empire, Hercules, Home, Surf's Up
nm6323952	Yoshiyuki Fujiwara	Attack on Titan
nm0154055	Étienne Chatiliez	Auntie Danielle, Happiness Is in the Field, Life Is a Long Quiet River, Tanguy
nm0359457	David Hand	Bambi, Snow White and the Seven Dwarfs
nm0737992	James R. Rokos	Band of Brothers, Portrait of a Hitman, The Resurrection of Broncho Billy, White Lightning
nm4978907	Wladyslaw Sikora	Basn o ludziach stad
nm3548166	Niki Lindroth von Bahr	Bath House, Something to Remember, The Burden, The House
nm2630870	Elsa Garagarza	Batman: The Long Halloween, Part One
nm1864206	Lane Skye	Becky, The Devil to Pay
nm2261681	Leah Warshawski	Big Sonia, The Rundown
nm4014166	Cathy Yan	Birds of Prey and the Fantabulous Emancipation of One Harley Quinn, Dead Pigs
