WRITERID	NAME	TITLES
nm0570188	Dennis McGuire	End of the Road, Shoot It Black, Shoot It Blue
nm1110558	Adrian Popovici	Eva, Maria
nm12023185	Elísio Lopes Jr.	Executive Order
nm0353673	Paul Haggis	Crash, In the Valley of Elah, Million Dollar Baby
nm0726099	Guy Riedel	Creed II, Office Space, Rocky Balboa, Wedding Crashers
nm3050045	Stephen Davis	Drown
nm0053022	Andrzej Barański	Dwa ksiezyce
nm6278237	Frank Lauria	Dynamite Chicken
nm0431622	William Joyce	Epic, Rise of the Guardians, The Fantastic Flying Books of Mr. Morris Lessmore
nm4146781	Charise Castro Smith	Encanto, Raya and the Last Dragon
nm0404021	Olivier Hussenot	Fanfan la Tulipe, Inspector Maigret, Lovers of Paris
nm0758097	Vittorio Salerno	Fango bollente, Libido, No, the Case Is Happily Resolved
nm2341172	Jason Hice	Farm House, Hotel California
nm1257352	Julia Hart	Fast Color, I'm Your Woman, Miss Stevens, Tuck Everlasting
nm1230653	Scott B. Sowers	Fast Food
nm0492315	Dennis Law	Fatal Contact, King of Triads, Triad Wars
nm2189141	Chi-Ming Pang	Fatal Termination
nm0807376	Ash Smith	Fate
nm0167043	Hans Peter Cloos	Favourites of the Moon, Germany in Autumn, Maniac Nurses find Ecstasy
nm0001325	Hal Hartley	Fay Grim, The Girl from Monday, The Unbelievable Truth, Trust
nm1802233	Vincent Masciale	Fear, Inc., Painkillers
nm0001472	Jet Li	Fearless, Kiss of the Dragon, The One, The Warlords
nm0738433	Henry Rollins	Feast, He Never Died, Johnny Mnemonic, Lost Highway
nm3253001	Stephanie Soechtig	Fed Up, Tapped, The Devil We Know, Under the Gun
nm0353964	Rochus Hahn	Feel the Motion, Warum Männer nicht zuhören und Frauen schlecht einparken
nm0483625	John D. Lamond	Felicity, Kickboxer, Stage Fright
nm0606496	Diane Lamond	Felicity
nm1766424	Mark Young	Feral, Tooth and Nail, Wicked Blood
nm0513165	Art Linson	Fight Club, Into the Wild, The Untouchables, What Just Happened
nm0279531	Harvey Fisher	Final Recourse, Lethal Weapon 3, Scrooged
nm0321621	Richard N. Gladstein	Finding Neverland, Reservoir Dogs, The Bourne Identity, The Cider House Rules
nm1319618	Nick Moorcroft	Finding Your Feet, Fisherman's Friends, St. Trinian's
nm3818919	Peeter Rebane	Firebird
nm0003931	Steve Balderson	Firecracker
nm0862045	Chad Thumann	Five Fingers, SAS: Rise of the Black Swan, Soul Assassin
nm0851390	Sergio Tau	Flavia, the Heretic
nm0926211	Preston A. Whitmore II	Fled, This Christmas, True to the Game
nm0295817	Doug Frisby	Flesh Gordon Meets the Cosmic Cheerleaders
nm1532235	Zani Leo	Flying Virus
nm4561763	Katie Anne Naylon	For a Good Time, Call...
nm1336704	Rocko Schamoni	Forever Never Anywhere, Fraktus - Das letzte Kapitel der Musikgeschichte
nm5166029	Valentin Mereutza	Forgotten
nm4748700	Marcin Baczynski	Forgotten Love, Letters to Santa
nm0661345	Neri Parenti	Fracchia la belva umana
nm2258884	Sunny Leung	Fractured Follies, Lady in Black
nm0802561	Curt Siodmak	Frankenstein Meets the Wolf Man, The Invisible Man Returns, The Wolf Man
nm0059134	Earl Barton	Frankie and Johnny, Seven Brides for Seven Brothers, Trip with the Teacher
nm6984110	Nick Binkley	Free to Rock
nm1291916	Diastème	French Blood, Revenir
nm0279441	Darren Paul Fisher	Frequencies, Popcorn
nm2256707	Alexander Häusser	Fritz Lang
nm0156419	R. Chetwynd-Hayes	From Beyond the Grave
nm0064157	Jay Beattie	From Dusk Till Dawn
nm0019079	Luis Alfaro	From Prada to Nada
nm1877665	Daniel Ojanlatva	Frostbitten
nm2009933	Jonathan Schwartz	Funny Games, Like Crazy, The Way Back, Wristcutters: A Love Story
nm8430970	Dmitriy Raevskiy	Furious
nm0327120	Alain Gomis	Félicité, Tey
nm1883276	Yuzuki Muroi	Fîmeiru
nm1615219	Fernanda De Capua	Gabriel and the Mountain
nm2981082	Anders Holm	Game Over, Man!, How to Be Single, The Intern
nm1413751	Yukari Tatsui	Gamera the Brave, Sarang-ttawin piryo-eopseo, Your Lie in April
nm0280957	Jean-Claude Flamand-Barny	Gang of the Caribbean, La haine
nm2642417	Atsuko Sagara	Gangu shuriya
nm8704013	Elena Podrez	Gardemariny III, Khitrovka. The Sign of Four
nm2281534	Andrea Agnello	Genitori & figli:) - Agitare bene prima dell'uso
nm5682010	Chris Purse	Get Out, Happy Death Day, Hardcore Henry, Prism
nm0234013	Bob Dorough	Get Shorty, Schoolhouse Rock!, Spider-Man: No Way Home, The Iron Giant
nm0770031	Tom Schanley	Get the Gringo
nm1822556	Shashank	Ghajini
nm3045331	Jason Chase Tyrrell	Ghost House, The Runner
nm0688282	John Pogue	Ghost Ship, Rollerball, The Skulls
nm1370422	David A. Cross	GhostWatcher, Respire
nm3317426	Brian Keene	Ghoul, Starz presents Zombie Mania
nm0919459	Jacek Wejroch	Giuseppe w Warszawie
nm3387934	Brad Moore	Gloves Off, Golden Years, Montana
nm10507710	Kumo Kagyû	Goblin Slayer: Goblin's Crown
nm0957003	John Zinman	Gold, Lara Croft: Tomb Raider
nm6233817	Kin-Lok Kwok	Golden Job
nm5517048	Maria Hernandez	Gonzaga: From Father to Son
nm3883569	Peggy Tunyiswa	Good Madam
nm8278965	Peyton Michelle Edwards	Goodbye Honey, Weekenders
nm0552455	James Martin	Grabbers, Hurt
nm0947669	Konstantin Ershov	Grachi, Viy
nm2414415	Leslie Schwerin	Great Migrations
nm0239541	Dana Dubovsky	Groupie, Pterosaurus
nm7578157	Ishaan Randeria	GujjuBhai - Most Wanted, Gujjubhai the Great
nm0281502	Max Fleischer	Gulliver's Travels, Popeye the Sailor Meets Sindbad the Sailor
nm0830085	Laila Stieler	Gundermann, Rabiye Kurnaz vs. George W. Bush
nm0695667	John Prebble	Gypsy Girl, Mysterious Island, White Feather, Zulu
nm1171463	Kevin O'Neill	Hardware, Judge Dredd, The League of Extraordinary Gentlemen
nm10106074	Mukunda Das	Hare Krishna! The Mantra, the Movement and the Swami Who Started It
nm0019132	Richard Alfieri	Harvest of Fire
nm0503669	Ali LeRoi	Head of State, The Obituary of Tunde Johnson
nm0804773	Camilla Skousen	Headhunter, Nightwatch, Possessed, The House of the Spirits
nm1672178	Steve Klausner	Headspace
nm0597516	Craig Monahan	Healing, The Interview
nm0083851	Sam Bisbee	Hearts Beat Loud, Other People
nm0910419	Gabriele Walther	Hell
nm14201475	Bingbao Lin	Hello Mr. Billionaire
nm2956784	Florian Schumacher	Help, I Shrunk My Teacher, The Fourth State
nm0515786	Verónica Llinás	Heroic Losers, La mujer de los perros, Trenque Lauquen
nm2441621	Violet Du Feng	Hidden Letters, Nanking
nm1119891	Koji Tsutsumi	Hiruko the Goblin
nm1709365	Dolkamol Sattatip	Hom rong
nm0840075	Sudz Sutherland	Home Again
nm6565017	Sean Havey	Homeroom, Stephen Curry: Underrated, The Force
nm0323898	Georges Godefroy	Horse
nm0436403	Nadia Kamali	Horses of God
nm0289201	Ray Errol Fox	Hotshot
nm3133240	Tyler Christensen	House of Purgatory
nm1969934	Hafid F. Benamar	How I Became a Super Hero
nm2537631	Douglas Attal	How I Became a Super Hero, Next Time I'll Aim for the Heart
nm1332681	Sanjay	How Old Are You?, Traffic
nm5016840	Charlotte Kirk	How to Be Single, The Lair, The Reckoning, Vice
nm0054358	Aleksi Bardy	Häjyt, Tom of Finland
nm3516113	Moritz Rechenberg	I Am Gangster
nm0033780	William Archibald	I Confess, The Innocents
nm0861899	Jamie Thraves	I Just Want to Kiss You, The Low Down
nm5576953	Chandler Levack	I Like Movies
nm3986128	Glenn Porter	I Melt with You
nm0481422	Claudine Lagrive	I Will Walk Like a Crazy Horse, L'arbre de Guernica, Long Live Death, Odyssey of the Pacific
nm1228511	Robert Ozn	I Witness
nm0545534	Anna Marchesini	I promessi sposi, The Emperor's New Groove
nm0099589	John Boulting	I'm All Right Jack, Journey Together, Private's Progress, Seven Days to Noon
nm2546613	Ed Moloney	I, Dolours
nm0889864	Juan Carlos Vargas	I, Robot, Shang-Chi and the Legend of the Ten Rings, Thor: Love and Thunder
nm10847754	Liam Straw	ISOLIS
nm0471599	Ted Kristian	Ice Station Zebra, No Laughing Matter
nm4437599	Daniel Sawka	Icebox
nm2542898	Brittany Goodwin	If You're Gone
nm0241881	Duncan	Ikinai
nm0181786	Sergio Cosentino	Il Bi e il Ba, Natale sul Nilo
nm1777985	Terry Williams	Illtown
nm1539176	Christine Dixon	Imaginary Friend
nm0801970	Jonathan Singer	Imperfections
nm0001953	Moritz Bleibtreu	In July, Knockin' on Heaven's Door, Run Lola Run, The Experiment
nm0754467	Marcelo Saback	In Therapy
nm0441839	Ross Katz	In the Bedroom, Lost in Translation, Marie Antoinette, Taking Chance
nm0148646	Eugene Cernan	In the Shadow of the Moon, The Last Man on the Moon, The Wonder of it All
nm0959482	Julia Alvarez	In the Time of the Butterflies
nm0996433	Lukasz Barczyk	Influence
nm0743182	Alan Ross	Innocent Lies, Rana: The Legend of Shadow Lake, The Demons of Ludlow
nm2155757	Josh Cooley	Inside Out, Toy Story 4, Up
nm0734841	Adam Rodin	Interrogation
nm0709070	Robert Ramsey	Intolerable Cruelty, Life, Man of the House
nm15450644	Brhane Tareka	Io Capitano
nm0777412	Robert Schwartz	Iron Will, Virginia's Run
nm0210463	Wenceslau De Moraes	Island of Loves
nm0110242	Valery Briusov	Ispoved neznakomtsu, Zazda strasti
nm3895411	Cooper Johnson	It's All Good
nm4247363	David Ashby	Italian Spiderman
nm2932959	Vladimir Toropchin	Ivan Tsarevich & the Grey Wolf, Ivan Tsarevich i Seryy Volk 2
nm0383258	Keigo Higashino	Jaane Jaan, Kolaigaran, Laplace's Witch
nm2286959	Jonathan Ray Case	Jack's Apocalypse
nm3596360	Nick Bain	Jagame Thandhiram, The List, The Man Who Knew Infinity
nm0648131	Robert Styrbjörn	Jalla! Jalla!, Kopps
nm0442971	Beata Kawka	Jasne blekitne okna, Sluzby specjalne
nm9450602	Gowtam Tinnanuri	Jersey, Jersey
nm5366274	Karthik Subbaraj	Jigarthanda, Petta, Pizza
nm0713014	Terry Ray	Joe Dirt 2: Beautiful Loser, Love Unplugged
nm0610960	Kornél Mundruczó	Johanna, Jupiter's Moon, Pieces of a Woman, White God
nm0149290	Michael Chabon	John Carter, Spider-Man 2, Wonder Boys
nm0214421	Frank Deese	Josh and S.A.M., The Principal
nm0522615	Ed Lover	Juice, Undisputed, Who's the Man?
nm0011339	Samantha Adams	Jury Duty
nm0654984	Arto Paasilinna	Jäniksen vuosi, Ulvova mylläri
nm0461329	John Knoop	Kamikaze Hearts
nm1240034	Jemma Field	Kat and the Band
nm0755158	Ira Sachs	Keep the Lights On, Little Men, Love Is Strange, Passages
nm0256960	Harry Enfield	Kevin & Perry Go Large
nm0191874	Dave Cummings	Kevin & Perry Go Large
nm1278451	Shanu Banerjee	Khubsoorat, Naram Garam
nm0519001	James Long	Killer: A Journal of Murder
nm2989430	Kemi Adetiba	King of Boys, The Wedding Party
nm2082813	Zach Lewis	Klaus
nm4723782	Paul Tremblay	Knock at the Cabin
nm0609380	Willard Motley	Knock on Any Door, Let No Man Write My Epitaph
nm0235387	Lorenzo Doumani	Knockout
nm6409742	Kevin Cockle	Knuckleball
nm0611442	Al Mukadam	Kodachrome, Miss Sloane
nm0851568	Pavel Taussig	Kolya
nm1425585	Shiboprosad Mukherjee	Konttho
nm0233449	Greg Dorchak	Kopy Kings, The Longshots
nm0135015	Karel Capek	Krakatit, Loss of Feeling
nm3320195	Matthew Bauckman	Kung Fu Elliot
nm6650491	Bakytbek Turdubaev	Kurmanjan datka
nm0653189	Ottiero Ottieri	L'Eclisse
nm0478419	Delia La Bruna	L'infermiera... di mio padre
nm1668051	John Hindman	La La Land, The Answer Man
nm0523567	Fernando Lázaro Carreter	La ciudad no es para mí
nm0369207	Jean-François Hauduroy	La liberté en croupe
nm4629833	Alice Diop	La permanence, Saint Omer
nm5561702	José Zamora	La reina del Chantecler
nm0569897	William McGrath	Ladies They Talk About
nm0773529	Will Schmitz	Lady Avenger
nm0312515	Egidio Gelso	Lady Frankenstein
nm0605513	Cyril Morin	Last Film Show, Samsara
nm0224331	Andrea Di Stefano	Last Night of Amore, Life of Pi, Nine, The Informer
nm2384452	Ezra Cooperstein	Lazer Team, Lazer Team 2, Smiley
nm0041311	Pierre Aubert	Le pays d'où je viens, Monsieur Hulot's Holiday
nm3916141	Ben McKay	Left Behind, The Campaign, The Mechanic
nm1583960	Ahmad Abdalla	Leil Khargi, Microphone, Rags & Tatters
nm0702505	Janno Põldma	Leiutajateküla Lotte, Lotte and the Moonstone Secret
nm0007624	Régine Abadia	Les mille merveilles de l'univers
nm0513039	Regina Linnanheimo	Levoton veri, Rakkauden risti
nm2176993	Will Matthews	Life in a Year
nm0152183	Martha Chapin	Lightning Strikes West
nm0925434	Sanford White	Lila
nm0208831	Jan de Hartog	Lisa, The Spiral Road
nm0752528	Elaine Ryan	Listen, Darling, Second Chorus
nm0284028	Vladimir Fokin	Little Alexander
nm0870299	Patrice Toye	Little Black Spiders, Rosie, Tench
nm8576899	Jeff Benedict	Little Pink House, Poisoned: The Dirty Truth About Your Food
nm0056337	Jessica Barondes	Little Secrets, Lucky 7, Wish Upon a Star
nm1646022	Craig William Macneill	Lizzie, The Boy
nm1334526	Simon Kinberg	Logan, The Martian, X-Men: Dark Phoenix, X-Men: Days of Future Past
nm1335151	Jason Noyes	Look at Me
nm2748755	Andrew Pope	Losers Take All, Meek's Cutoff
nm0612391	Dave Mullins	Lou, Soul, The Incredibles
nm0778338	Jan Schütte	Love Comes Lately
nm8853432	Yu Pan	Love O2O, Us and Them
nm1199305	Anne Giafferi	Love at First Child
nm1497251	Victoria Redel	Loverboy
nm4399386	Desmond Hew	Lurking Woods
nm1274645	Carlos Alcántara	Lusers, los amigos no se eligen, Penguins of Madagascar
nm3403692	Aleksandr Oleynikov	Lyubov-Morkov
nm0308535	David Garrow	MLK/FBI
nm0492912	Margery Lawrence	Madonna of the Seven Moons
nm0550581	Jesse Marsh	Make Mine Music, Melody Time, The Legend of Johnny Appleseed
nm0641407	Harvey J. O'Higgins	Make Your Own Bed
nm2159009	Deagol Brothers	Make-Out with Violence
nm0802058	Thomas Singer	Malibu High, Microwave Massacre
nm1755868	ABBA	Mamma Mia! Here We Go Again, Muriel's Wedding, The Martian, Thor: Love and Thunder
nm0596360	Amir Mokri	Man of Steel, Pixels, Transformers: Age of Extinction, Vantage Point
nm0000059	Laurence Olivier	Marathon Man, Rebecca, Sleuth, The Boys from Brazil
nm7076307	Nancy Lang	Margaret Atwood: A Word After a Word After a Word Is Power
nm9598019	Mariana Docampo	Marilyn
nm0839560	Jacqueline Surchat	Mario
nm0381529	Thomas Hess	Mario
nm6462627	Cynthia Willenbrock	Marshall's Miracle
nm0568539	Joseph L. McEveety	Mary Poppins, Now You See Him, Now You Don't, The Computer Wore Tennis Shoes
nm0421948	Jerico Stone	Matinee, My Stepmother Is an Alien
nm0641304	Mary Margaret O'Hara	Maudie, Museum Hours, Splice
nm0429743	Dido Joos	Max
nm0131489	Anne Cameron	McCabe & Mrs. Miller, Ticket to Heaven
nm0652356	David Osterhout	Mean Streets, Moving Violation, Women in Cages
nm0106505	Irving Brecher	Meet Me in St. Louis, Somebody Loves Me, The Life of Riley
nm0015190	Mya Stark	Melvin Goes to Dinner, The Man with Two Brains, Unaccompanied Minors
nm5220491	Paul Laikin	Memory Games, No Place on Earth, Unseen Enemy
nm4680597	Meagan Hotz	Mermaid's Song
nm2008473	Wayne Kinsey	Messages
nm1148550	Ava DuVernay	Middle of Nowhere, Selma
nm2090325	Rich Hammond	Misbehaviour
nm1533208	Paul Telfer	Miss Conception, Spartacus
nm0089644	Ernest Blum	Miss Nitouche
nm0571306	St. Clair McKelway	Mister 880, Sleep, My Love, The Mating of Millie
nm0169716	Robert Carl Cohen	Mondo Hollywood: Hollywood Laid Bare!
nm9511151	Matt Black	Monitor
nm0888758	John W. Vandercook	Mr. Moto in Danger Island
nm4361074	Florence Atwater	Mr. Popper's Penguins
nm1934885	Hai-shu Li	Mr. Pride vs. Miss Prejudice
nm0413702	John A. Jackson	Mr. Rock 'n' Roll: The Alan Freed Story
nm3954159	Ryô Wada	Mumon: The Land of Stealth, The Floating Castle
nm0037694	Antonio Artero	Murder in a Blue World
nm6535882	Natalie Lettner	Museum Hours
nm1091223	Mi-ae Seo	My Beautiful Girl, Mari
nm2603033	Hyun-chul Park	My Dictator
nm1133652	Miguel Ferrari	My Straight Son
nm4733784	Ashleigh Hooker	My Thai Bride
nm1357921	Christina Choe	Nancy
nm0849099	Yôzô Tanaka	Natsu no niwa: The Friends, Viyon no tsuma, Zigeunerweisen
nm0588679	Joshua John Miller	Near Dark, River's Edge, Teen Witch, The Final Girls
nm1504572	Bob Nelson	Nebraska, The Confirmation
nm0607879	Lee Mortimer	New York Confidential
nm6918207	Yvan Stefanovitch	Next Time I'll Aim for the Heart
nm2680679	Liron Ben-Shlush	Next to Her, Working Woman
nm0042954	Ruth Avergon	Night School
nm0453115	Taran Killam	Night School, River Wild
nm0322944	Rom Globus	Night Terrors
nm0773244	Wayne Schmidt	Night Train to Terror, Talking About Sex, The Day Time Ended
nm4958530	Chase Joynt	Framing Agnes, No Ordinary Man
nm4594415	Jen D'Angelo	Game Over, Man!, Hocus Pocus 2, Totally Killer
nm0443181	Stephen Kay	Get Carter
nm8440165	Jamal Olori	Guava Island
nm6011183	Deborah Majinska	Hats Off to Christmas!
nm0746634	Kathleen Rowell	Hear No Evil, Joy of Sex, The Outsiders
nm0774201	Avrumie Schnitzer	Howling II: ... Your Sister Is a Werewolf, Kandyland, Summer Camp
nm1481236	Jay Guffey	Hubie Halloween, The Little Hours, The One I Love, Time Lapse
nm3344322	Derek Haugen	I Had a Bloody Good Time at House Harker
nm3566238	Britni West	I'm Thinking of Ending Things, Tired Moonlight
nm4854915	Patrick Desmarattes	Inara, the Jungle Girl
nm3570328	Aaron Fisher	Inside the Rain
nm0054195	Georges Bardawil	Ispoved neznakomtsu, To Skin a Spy
nm0568881	William F. McGaha	J.C.
nm0328762	Jane Goodall	Jane
nm1149074	Gary Hawkins	Joe
nm0906850	Frederic Wakeman	Kiss Them for Me, The Hucksters
nm0596046	Clifford Mohr	Lady Dragon
nm1431761	Risto Juhani	Laukaus tehtaalla, Päämaja
nm4490217	Lauren Myracle	Let It Snow, Upside-Down Magic
nm2728013	John Gray	Lightspeed
nm2687669	Aleksandr Korenkov	Liquidation
nm0099604	Jeff Boulton	Lucky Day, Tulipani: Liefde, eer en een fiets
nm1129905	Billy Frolick	Madagascar, PAW Patrol: The Movie, The Big Trip
nm4766133	Stéphane Riethauser	Madame, Prora
nm1022707	Charles Moore	Madtown, Rye Lane, Take Shelter
nm4813513	Maciej Bochniak	Magnesium
nm2150295	Cody DeVos	Make-Out with Violence
nm3976649	Devin Hume	Making a Killing
nm0621277	Rafael Narbona	Malvaloca
nm2041304	Robbie Thorpe	Material, Vaya
nm0911334	Matthew Warchus	Matilda: The Musical, Pride, Simpatico
nm9243809	Luigi Calagna	Me contro Te - Il film: La vendetta del Signor S
nm0944003	Tracy Keenan Wynn	Mean Machine, The Drowning Pool, The Longest Yard, The Tribe
nm5008457	Jenle Hallund	Melancholia, Nymphomaniac: Vol. I, The House That Jack Built
nm4733363	Dídac Alcaraz	Mi loco Erasmus
nm0929696	Charles Willeford	Miami Blues, The Burnt Orange Heresy
nm1074683	Dok Stanford	Monster a Go-Go
nm0759474	Sandro Salvini	Monte Cristo
nm0907296	Gy Waldron	Moonrunners, The Dukes of Hazzard
nm4843418	Matteo Tortone	Mother Lode
nm1080563	Polly James	Mrs. Parkington, Quantrill's Raiders, The Redhead from Wyoming
nm1222967	Don Moore	Murder Collection V.1, Sella Turcica
nm8107665	Michael Jones	Mutant, Sweet Revenge
nm0117530	Brasse Brännström	My Life as a Dog, The Bomber
nm1552737	Sun-il Yu	My Little Bride
nm2416007	Thomas Ritter	My Wonderful Wanda
nm1319795	Robert Paschall Jr.	Nandor Fodor and the Talking Mongoose, Segfault, The Old Way
nm4733887	Alphonse Puthren	Neram, Premam
nm10118820	Lindsay Joy	King of Knives
nm0265094	George Faget-Benard	Nightmare Weekend
nm2274251	Olga Chajdas	Nina
nm0804752	Arne Skouen	Nine Lives
nm4889497	Anne Paschetta	No Dogs or Italians Allowed, À ciel ouvert
nm0655829	Orlando Padovan	No Paraíso das Solteironas
nm7903813	Kwangsu Lee	Noblesse: Awakening
nm3042753	Nevolo Eleonora	Non c'è campo
nm0954277	Lucia Maria Zei	Not of This World
nm8012799	Joe DiLiberto	Nova Seed
nm0419485	Giorgos Tzavellas	O methystakas
nm0673863	Chauncey G. Parker III	Of Unknown Origin
nm0401362	Steve Hulett	Oliver & Company, The Black Cauldron, The Fox and the Hound, The Great Mouse Detective
nm1831316	Timothy Boyle	On Halloween
nm10182301	Nawaf Ashur	On Her Shoulders
nm10182303	Shahnaz Osso	On Her Shoulders
nm3336170	Justin P. Lange	On a Clear Day, The Dark
nm0225269	Kirby Dick	On the Record, Outrage, The Bleeding Edge, The Invisible War
nm0460204	Steve Kluger	Once Upon a Crime...
nm1279817	Geun-shik Jo	Once in a Summer
nm2304473	Alexandru Baciu	One Floor Below, Summer Holiday
nm3460403	Chuck Mitsui	One Kine Day
nm11127318	Retto Tajima	One Summer Story
nm6631322	Taylor Jenkins Reid	One True Loves
nm0742212	Frank P. Rosenberg	One-Eyed Jacks, Where the Sidewalk Ends
nm0121254	Alan Burgess	Operation Daybreak, The Inn of the Sixth Happiness
nm2788226	Ben Macintyre	Operation Mincemeat
nm10555253	Francisco Pérez	Our Lady of San Juan, Four Centuries of Miracles
nm2559367	David Seger	Our RoboCop Remake
nm1883665	Jiayin Liu	Oxhide, Oxhide II
nm1010601	Juan Antin	Pachamama, The Aerial
nm0036292	Vuokko Arni	Paimen, piika ja emäntä
