DIRECTORID|NAME|RESPOSTA|STATUS
nm1025280|Anubhav Sinha|"{""IMDb_ID"":""nm1025280"",""Name"":""ANUBHAV SINHA"",""Birthday"":""1965-05-16"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""IND"",""Birthplace"":""PATNA, BIHAR, IND"",""Religion"":""OTHER RELIGIOSITIES"",""Ethnicity"":""NORTH INDIAN""}"|success
nm0215286|Maurice Dekkers|"{""IMDb_ID"":""nm0215286"",""Name"":""MAURICE DEKKERS"",""Birthday"":""1969-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""NLD"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""DUTCH""}"|success
nm0178193|Kevin Cooper|"{""IMDb_ID"":""nm0178193"",""Name"":""KEVIN COOPER"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm9403470|Alberto Arnaut Estrada|"{""IMDb_ID"":""nm9403470"",""Name"":""ALBERTO ARNAUT ESTRADA"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""MEX"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0005774|Pierre Lhomme|"{""IMDb_ID"":""nm0005774"",""Name"":""PIERRE LHOMME"",""Birthday"":""1930-02-02"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""BOULOGNE-BILLANCOURT, ILE-DE-FRANCE, FRA"",""Religion"":""UNKNOWN"",""Ethnicity"":""FRENCH""}"|success
nm0000048|Peter Lorre|"{""IMDb_ID"":""nm0000048"",""Name"":""PETER LORRE"",""Birthday"":""1904-06-26"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""ROSAHEGY, KOMARON-ESZTERGOM, HUN"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH""}"|success
nm4975337|Moon Hyun-sung|"{""IMDb_ID"":""nm4975337"",""Name"":""MOON HYUN-SUNG"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""KOR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""KOREAN""}"|success
nm0477213|Chi-Kin Kwok|"{""IMDb_ID"":""nm0477213"",""Name"":""CHI-KIN KWOK"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""HKG"",""Birthplace"":""HONG KONG, CHINA, CHN"",""Religion"":""UNKNOWN"",""Ethnicity"":""CANTONESE CHINESE""}"|success
nm0504899|Tony Ka Fai Leung|"{""IMDb_ID"":""nm0504899"",""Name"":""TONY KA FAI LEUNG"",""Birthday"":""1958-02-01"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""HKG"",""Birthplace"":""HONG KONG, HKG"",""Religion"":""UNKNOWN"",""Ethnicity"":""CANTONESE CHINESE""}"|success
nm0002010|Christian Clavier|"{""IMDb_ID"":""nm0002010"",""Name"":""CHRISTIAN CLAVIER"",""Birthday"":""1952-05-06"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""PARIS, ILE-DE-FRANCE, FRA"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""FRENCH""}"|success
nm1193899|Kris Booth|"{""IMDb_ID"":""nm1193899"",""Name"":""KRIS BOOTH"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm2242984|Tetsuya Wakano|"{""IMDb_ID"":""nm2242984"",""Name"":""TETSUYA WAKANO"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nown""}"|success
nm1415801|Jerusha Hess|"{""IMDb_ID"":""nm1415801"",""Name"":""JERUSHA HESS"",""Birthday"":""1980-01-01"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""NEW EASTERN RELIGIONS"",""Ethnicity"":""UNKNOWN""}"|success
nm0668551|Bárbara Paz|"{""IMDb_ID"":""nm0668551"",""Name"":""BARBARA PAZ"",""Birthday"":""1976-09-18"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""BRA"",""Birthplace"":""SAO PAULO, SAO PAULO, BRA"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRAZILIAN""}"|success
nm0355790|Kenneth J. Hall|"{""IMDb_ID"":""nm0355790"",""Name"":""KENNETH J. HALL"",""Birthday"":""1958-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AMERICAN""}"|success
nm0744480|Franco Rosso|"{""IMDb_ID"":""nm0744480"",""Name"":""FRANCO ROSSO"",""Birthday"":""1941-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""ITALIAN-BRITISH""}"|success
nm7222062|Yanyong Kuruangkura|"{""IMDb_ID"":""nm7222062"",""Name"":""YANYONG KURUANGKURA"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""THA"",""Birthplace"":""UNKNOWN"",""Religion"":""BUDDHISM"",""Ethnicity"":""T Hai""}"|success
nm4568626|Samantha Lee|"{""IMDb_ID"":""nm4568626"",""Name"":""SAMANTHA LEE"",""Birthday"":""1989-00-00"",""Gender"":""FEMALE"",""Race"":""ASIAN"",""Nationality"":""PHL"",""Birthplace"":""PHILIPPINES"",""Religion"":""UNKNOWN"",""Ethnicity"":""FI LIPINO""}"|success
nm0602206|Maryam Moghadam|"{""IMDb_ID"":""nm0602206"",""Name"":""MARYAM MOGHADAM"",""Birthday"":""1979-01-01"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""IRN"",""Birthplace"":""TEHRAN, TEHRAN, IRN"",""Religion"":""ISLAM"",""Ethnicity"":""Ir Anian""}"|success
nm0631068|Karin Nilsson|"{""IMDb_ID"":""nm0631068"",""Name"":""KARIN NILSSON"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWEDISH""}"|success
nm0376101|David Hemmings|"{""IMDb_ID"":""nm0376101"",""Name"":""DAVID HEMMINGS"",""Birthday"":""1941-11-18"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""GUILDFORD, SURREY, GBR"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRITISH""}"|success
nm0573084|Terry McMahon|"{""IMDb_ID"":""nm0573084"",""Name"":""TERRY MCMAHON"",""Birthday"":""1970-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""IRL"",""Birthplace"":""IRELAND"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""IRISH""}"|success
nm5762091|Valdimar Jóhannsson|"{""IMDb_ID"":""nm5762091"",""Name"":""VALDIMAR JOHANNSSON"",""Birthday"":""1978-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ISL"",""Birthplace"":""REYKJAVIK, CAPITAL REGION, ISL"",""Religion"":""CHRISTIANITY - PROTESTANT"",""Ethnicity"":""ICELANDIC""}"|success
nm0596571|Rafael Moleón|"{""IMDb_ID"":""nm0596571"",""Name"":""RAFAEL MOLEON"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ESP"",""Birthplace"":""UNKNOWN"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""SPANISh""}"|success
nm3633004|Eun-kyung Jo|"{""IMDb_ID"":""nm3633004"",""Name"":""EUN-KYUNG JO"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""ASIAN"",""Nationality"":""KOR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""KOREAN""}"|success
nm3482115|Ed Charles|"{""IMDb_ID"":""nm3482115"",""Name"":""ED CHARLES"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm1257235|Magnus Gertten|"{""IMDb_ID"":""nm1257235"",""Name"":""MAGNUS GERTTEN"",""Birthday"":""1960-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWEDISH""}"|success
nm3210041|Abel Vang|"{""IMDb_ID"":""nm3210041"",""Name"":""ABEL VANG"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""HMONG-AMERICAN""}"|success
nm0876506|Vladimir Tumaev|"{""IMDb_ID"":""nm0876506"",""Name"":""VLADIMIR TUMAEV"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""RUS"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""RUSSIAN""}"|success
nm1715497|J.J. Alani|"{""IMDb_ID"":""nm1715497"",""Name"":""J.J. ALANI"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0548362|Russ Marker|"{""IMDb_ID"":""nm0548362"",""Name"":""RUSS MARKER"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0191712|R.J. Cutler|"{""IMDb_ID"":""nm0191712"",""Name"":""R.J. CUTLER"",""Birthday"":""1961-11-20"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""NEW HAVEN, CONNECTICUT, USA"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH""}"|success
nm1627732|Tenacious D|"{""IMDb_ID"":""nm1627732"",""Name"":""TENACIOUS D"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3515833|Adam Berg|"{""IMDb_ID"":""nm3515833"",""Name"":""ADAM BERG"",""Birthday"":""1974-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""STOCKHOLM, STOCKHOLM, SWE"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWEDI SH""}"|success
nm1247462|Christopher Smith|"{""IMDb_ID"":""nm1247462"",""Name"":""CHRISTOPHER SMITH"",""Birthday"":""1970-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRITISH""}"|success
nm3497906|Mike Ambs|"{""IMDb_ID"":""nm3497906"",""Name"":""MIKE AMBS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm4664031|Michael J. Epstein|"{""IMDb_ID"":""nm4664031"",""Name"":""MICHAEL J. EPSTEIN"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Noh Wn""}"|success
nm2210032|Mari-Lynn C. Evans|"{""IMDb_ID"":""nm2210032"",""Name"":""MARI-LYNN C. EVANS"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm1121230|Trish Dolman|"{""IMDb_ID"":""nm1121230"",""Name"":""TRISH DOLMAN"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""CAN"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""CANADIAN""}"|success
nm3247772|Drew Bolduc|"{""IMDb_ID"":""nm3247772"",""Name"":""DREW BOLDUC"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AMERICAN""}"|success
nm0601619|Michael Moore|"{""IMDb_ID"":""nm0601619"",""Name"":""MICHAEL MOORE"",""Birthday"":""1954-04-23"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""FLINT, MICHIGAN, USA"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""IRISH-AMERICAN""}"|success
nm0768959|Dan Scanlon|"{""IMDb_ID"":""nm0768959"",""Name"":""DAN SCANLON"",""Birthday"":""1976-08-13"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AMERICAN""}"|success
nm11381266|Devanshi Singh|"{""IMDb_ID"":""nm11381266"",""Name"":""DEVANSHI SINGH"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""ASIAN"",""Nationality"":""IND"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""INDIAN""}"|success
nm0173728|Luigi Comencini|"{""IMDb_ID"":""nm0173728"",""Name"":""LUIGI COMENCINI"",""Birthday"":""1916-06-08"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ITA"",""Birthplace"":""SALO, LOMBARDY, ITA"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""ITALI An""}"|success
nm5027657|Jim Archer|"{""IMDb_ID"":""nm5027657"",""Name"":""JIM ARCHER"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRITISH""}"|success
nm1871490|Paul Kampf|"{""IMDb_ID"":""nm1871490"",""Name"":""PAUL KAMPF"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0502391|Umberto Lenzi|"{""IMDb_ID"":""nm0502391"",""Name"":""UMBERTO LENZI"",""Birthday"":""1931-08-06"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ITA"",""Birthplace"":""MASSA MARITTIMA, TUSCANY, ITA"",""Religion"":""CHRISTIANITY - ORTHODOX"",""Ethnicity"":""ITALIAN""}"|success
nm4906332|Z.F. Skurcz|"{""IMDb_ID"":""nm4906332"",""Name"":""Z.F. SKURCZ"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0552140|Darnell Martin|"{""IMDb_ID"":""nm0552140"",""Name"":""DARNELL MARTIN"",""Birthday"":""1964-01-07"",""Gender"":""FEMALE"",""Race"":""BLACK"",""Nationality"":""USA"",""Birthplace"":""BRONX, NEW YORK, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""AFRI CAN-AMERICAN""}"|success
nm0664499|Adrian Pasdar|"{""IMDb_ID"":""nm0664499"",""Name"":""ADRIAN PASDAR"",""Birthday"":""1965-04-30"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""PITTSFIELD, MASSACHUSETTS, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""IRANIAN-AMERICAN""}"|success
nm0119541|Valerie Buhagiar|"{""IMDb_ID"":""nm0119541"",""Name"":""VALERIE BUHAGIAR"",""Birthday"":""1963-08-23"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""CAN"",""Birthplace"":""HAMILTON, ONTARIO, CAN"",""Religion"":""ISLAM"",""Ethnicity"":""MALTESE-CANADIAN""}"|success
nm0364389|Wendell B. Harris Jr.|"{""IMDb_ID"":""nm0364389"",""Name"":""WENDELL B. HARRIS JR."",""Birthday"":""1954-09-06"",""Gender"":""MALE"",""Race"":""BLACK"",""Nationality"":""USA"",""Birthplace"":""SOUTH BEND, INDIANA, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""AFRICAN-AMERICAN""}"|success
nm0004454|Jean Boyer|"{""IMDb_ID"":""nm0004454"",""Name"":""JEAN BOYER"",""Birthday"":""1901-04-26"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""PARIS, ILE-DE-FRANCE, FRA"",""Religion"":""UNKNOWN"",""Ethnicity"":""FRENCH""}"|success
nm3953059|David Osmond|"{""IMDb_ID"":""nm3953059"",""Name"":""DAVID OSMOND"",""Birthday"":""1978-07-28"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""PROVO, UTAH, USA"",""Religion"":""NEW EASTERN RELIGIONS"",""Ethnicity"":""AMERICAN OF ENGLISH DESCENT""}"|success
nm2884474|Laura Terruso|"{""IMDb_ID"":""nm2884474"",""Name"":""LAURA TERRUSO"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""ITALIAN-AMERICAN""}"|success
nm5831893|Han Jun-hee|"{""IMDb_ID"":""nm5831893"",""Name"":""HAN JUN-HEE"",""Birthday"":""1984-00-00"",""Gender"":""FEMALE"",""Race"":""ASIAN"",""Nationality"":""KOR"",""Birthplace"":""SOUTH KOREA"",""Religion"":""UNKNOWN"",""Ethnicity"":""KOREAN""}"|success
nm0162034|Ron Cicero|"{""IMDb_ID"":""nm0162034"",""Name"":""RON CICERO"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0765121|Joseph Sargent|"{""IMDb_ID"":""nm0765121"",""Name"":""JOSEPH SARGENT"",""Birthday"":""1925-07-22"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""MILFORD, CONNECTICUT, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""ITALIAN-AMERICAN""}"|success
nm0805205|Michael Sládek|"{""IMDb_ID"":""nm0805205"",""Name"":""MICHAEL SLADEK"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""CZE"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""CZECH""}"|success
nm0000318|Tim Burton|"{""IMDb_ID"":""nm0000318"",""Name"":""TIM BURTON"",""Birthday"":""1958-08-25"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""BURBANK, CALIFORNIA, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""ANGLO-AMERICAN""}"|success
nm0064247|Thomas Beatty|"{""IMDb_ID"":""nm0064247"",""Name"":""THOMAS BEATTY"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm5255219|Nick Flugge|"{""IMDb_ID"":""nm5255219"",""Name"":""NICK FLUGGE"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0509409|Robert Lieberman|"{""IMDb_ID"":""nm0509409"",""Name"":""ROBERT LIEBERMAN"",""Birthday"":""1947-07-16"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""BUFFALO, NEW YORK, USA"",""Religion"":""JUDAISM"",""Ethnicity"":""ASH kEN Azi JEWISH-AMERICAN""}"|success
nm0451008|Mojgan Khadem|"{""IMDb_ID"":""nm0451008"",""Name"":""MOJGAN KHADEM"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""AUS"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""IRANIAN-AUSTRALIAN""}"|success
nm6163057|Jai Love|"{""IMDb_ID"":""nm6163057"",""Name"":""JAI LOVE"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nown""}"|success
nm0931747|Sue Williams|"{""IMDb_ID"":""nm0931747"",""Name"":""SUE WILLIAMS"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0233123|Valérie Donzelli|"{""IMDb_ID"":""nm0233123"",""Name"":""VALERIE DONZELLI"",""Birthday"":""1973-11-19"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""SAINT-DIE-DES-VOSGES, GRAND EST, FRA"",""Religion"":""NO RELIGION"",""Ethnicity"":""FRENCH""}"|success
nm1724964|Annina Furrer|"{""IMDb_ID"":""nm1724964"",""Name"":""ANNINA FURRER"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK NOWn""}"|success
nm0554228|Walter P. Martishius|"{""IMDb_ID"":""nm0554228"",""Name"":""WALTER P. MARTISHIUS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0026339|Andy Anderson|"{""IMDb_ID"":""nm0026339"",""Name"":""ANDY ANDERSON"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""SPIRITISM"",""Ethnicity"":""UNKNOWN""}"|success
nm3202710|John Conatser|"{""IMDb_ID"":""nm3202710"",""Name"":""JOHN CONATSER"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0157424|Valeri Chikov|"{""IMDb_ID"":""nm0157424"",""Name"":""VALERI CHIKOV"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""RUS"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""RUSSIAN""}"|success
nm1273344|Petra Biondina Volpe|"{""IMDb_ID"":""nm1273344"",""Name"":""PETRA BIONDINA VOLPE"",""Birthday"":""1971-01-01"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""CHE"",""Birthplace"":""SWITZERLAND"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWISS""}"|success
nm0259499|Metin Erksan|"{""IMDb_ID"":""nm0259499"",""Name"":""METIN ERKSAN"",""Birthday"":""1929-12-01"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""TUR"",""Birthplace"":""CANAKKALE, CANAKKALE, TUR"",""Religion"":""ISLAM"",""Ethnicity"":""TURKISH""}"|success
nm0330026|Bert I. Gordon|"{""IMDb_ID"":""nm0330026"",""Name"":""BERT I. GORDON"",""Birthday"":""1922-09-24"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""KENOSHA, WISCONSIN, USA"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH""}"|success
nm0102873|Harry Bradbeer|"{""IMDb_ID"":""nm0102873"",""Name"":""HARRY BRADBEER"",""Birthday"":""1963-01-01"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRITISH""}"|success
nm7158029|Jamie Roberts|"{""IMDb_ID"":""nm7158029"",""Name"":""JAMIE ROBERTS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm9884888|Rebecca Halfon|"{""IMDb_ID"":""nm9884888"",""Name"":""REBECCA HALFON"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK N O W N""}"|success
nm9351483|Ed Kirk|"{""IMDb_ID"":""nm9351483"",""Name"":""ED KIRK"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0643882|Peter Odabashian|"{""IMDb_ID"":""nm0643882"",""Name"":""PETER ODABASHIAN"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nown""}"|success
nm0887635|Kees Van Oostrum|"{""IMDb_ID"":""nm0887635"",""Name"":""KEES VAN OOSTRUM"",""Birthday"":""1953-01-01"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""NLD"",""Birthplace"":""AMSTERDAM, NORTH HOLLAND, NLD"",""Religion"":""CHRISTIANITY - PROTESTANT"",""Ethnicity"":""DUT C H""}"|success
